Source,Target,Weight
A. Nalini,A. Stoian,7
A. Stoian,D. Pavlovic,6
A. Stoian,A. Nalini,4
F. Ceccherini,R. Mandragora,4
D. Pavlovic,A. Stoian,4
A. Benali,A. Nalini,4
A. Stoian,M. Capuano,3
D. Pavlovic,A. Nalini,2
M. Capuano,A. Benali,2
R. Mandragora,F. Ricci,2
A. Cordaz,A. Nalini,2
R. Mandragora,D. Faraoni,2
A. Barberis,D. Faraoni,2
A. Stoian,A. Benali,2
D. Pavlovic,A. Benali,2
A. Nalini,A. Benali,2
S. Simi\u010d,A. Cordaz,2
F. Ricci,S. Simi\u010d,2
R. Mandragora,F. Ceccherini,2
F. Ceccherini,A. Stoian,2
D. Faraoni,A. Barberis,1
A. Benali,R. Mandragora,1
A. Barberis,F. Ricci,1
A. Cordaz,A. Benali,1
A. Nalini,F. Ceccherini,1
A. Nalini,A. Barberis,1
A. Benali,D. Pavlovic,1
R. Mandragora,A. Nalini,1
A. Benali,F. Ceccherini,1
R. Mandragora,D. Pavlovic,1
D. Pavlovic,R. Mandragora,1
D. Faraoni,R. Mandragora,1
M. Capuano,A. Stoian,1
S. Simi\u010d,M. Capuano,1
A. Nalini,M. Capuano,1
A. Stoian,S. Simi\u010d,1
F. Ricci,A. Stoian,1
F. Ricci,F. Ceccherini,1
D. Faraoni,F. Ceccherini,1
A. Benali,A. Cordaz,1
M. Capuano,F. Ceccherini,1
A. Cordaz,A. Stoian,1
S. Simi\u010d,A. Barberis,1
A. Nalini,F. Ricci,1
A. Benali,S. Simi\u010d,1
M. Capuano,S. Simi\u010d,1
F. Ceccherini,A. Benali,1
R. Mandragora,A. Benali,1
A. Benali,M. Capuano,1
A. Barberis,R. Mandragora,1
A. Nalini,R. Mandragora,1
S. Simi\u010d,A. Nalini,1
D. Faraoni,A. Cordaz,1
M. Capuano,D. Pavlovic,1
A. Benali,A. Stoian,1
A. Stoian,F. Ricci,1
